book_name|total_words|avg_sentence_size|!|#|''|%|$|&|(|+|*|-|,|/|.|;|:|=|<|?|>|@|[|]|_|^|`|{|~|neg|neu|pos|compound|ID|Title|Author|CC|CD|DT|EX|FW|IN|JJ|JJR|JJS|LS|MD|NN|NNP|NNPS|NNS|PDT|PRP|PRP$|RB|RBR|RBS|RP|VB|VBD|VBG|VBP|VBN|WDT|VBZ|WRB|WP$|WP|
Henry Rider Haggard___Regeneration.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1173|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Henry Rider Haggard___She and Allan.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1174|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Henry Rider Haggard___She.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1175|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Henry Rider Haggard___Smith and the Pharaohs, and Other Tales.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1176|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Henry Rider Haggard___Stella Fregelius.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1177|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Henry Rider Haggard___Swallow.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1178|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Henry Rider Haggard___The Ancient Allan.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1179|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Henry Rider Haggard___The Brethren.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1180|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Henry Rider Haggard___The Ghost Kings.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1181|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Henry Rider Haggard___The Ivory Child.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1182|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Henry Rider Haggard___The Lady Of Blossholme.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1183|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Henry Rider Haggard___The Mahatma and the Hare.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1184|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Henry Rider Haggard___The People Of The Mist.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1185|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Henry Rider Haggard___The Virgin of the Sun.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1186|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Henry Rider Haggard___The Wanderer's Necklace.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1187|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Henry Rider Haggard___The Wizard.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1188|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Henry Rider Haggard___The Yellow God.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1189|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Henry Rider Haggard___When the World Shook.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1190|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Herbert George Wells___A Modern Utopia.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1191|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Herbert George Wells___A Short History of the World.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1192|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Herbert George Wells___An Englishman Looks at the World.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1193|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Herbert George Wells___Ann Veronica.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1194|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Herbert George Wells___Anticipations.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1195|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Herbert George Wells___Boon, The Mind of the Race, The Wild Asses of the Devil, and The Last Trump.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1196|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Herbert George Wells___Certain Personal Matters.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1197|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Herbert George Wells___First and Last Things.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1198|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Herbert George Wells___Floor Games; a companion volume to _Little Wars_.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1199|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Herbert George Wells___God The Invisible King.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1200|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Herbert George Wells___In the Days of the Comet.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1201|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Herbert George Wells___In The Fourth Year.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1202|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Herbert George Wells___Kipps.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1203|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Herbert George Wells___Little Wars; a game for boys from twelve years of age to one hundred and fifty and for that more intelligent sort of girl who likes boys' games and books.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1204|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Herbert George Wells___Love and Mr. Lewisham.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1205|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Herbert George Wells___Mankind in the Making.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1206|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Herbert George Wells___Marriage.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1207|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Herbert George Wells___Mr. Britling Sees It Through.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1208|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Herbert George Wells___New Worlds For Old.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1209|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Herbert George Wells___Select Conversations with an Uncle.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1210|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Herbert George Wells___Soul of a Bishop.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1211|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Herbert George Wells___Tales of Space and Time.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1212|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Herbert George Wells___Text Book of Biology, Part 1_ Vertebrata.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1213|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Herbert George Wells___The Country of the Blind, And Other Stories.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1214|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Herbert George Wells___The Door in the Wall And Other Stories.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1215|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Herbert George Wells___The First Men In The Moon.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1216|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Herbert George Wells___The Food of the Gods and How It Came to Earth.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1217|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Herbert George Wells___The History of Mr. Polly.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1218|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Herbert George Wells___The Invisible Man.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1219|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Herbert George Wells___The Island of Doctor Moreau.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1220|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Herbert George Wells___The New Machiavelli.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1221|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Herbert George Wells___The Passionate Friends.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1222|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Herbert George Wells___The Red Room.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1223|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Herbert George Wells___The Research Magnificent.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1224|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Herbert George Wells___The Salvaging Of Civilisation.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1225|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Herbert George Wells___The Sea Lady.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1226|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Herbert George Wells___The Secret Places of the Heart.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1227|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Herbert George Wells___The Sleeper Awakes.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1228|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Herbert George Wells___The Stolen Bacillus and Other Incidents.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1229|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Herbert George Wells___The Time Machine.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1230|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Herbert George Wells___The War in the Air.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1231|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Herbert George Wells___The War of the Worlds.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1232|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Herbert George Wells___The Wheels of Chance.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1233|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Herbert George Wells___The Wife of Sir Isaac Harman.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1234|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Herbert George Wells___The Wonderful Visit.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1235|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Herbert George Wells___The World Set Free.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1236|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Herbert George Wells___Tono Bungay.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1237|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Herbert George Wells___Twelve Stories and a Dream.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1238|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Herbert George Wells___War and the Future.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1239|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Herbert George Wells___What is Coming_.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1240|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Herbert George Wells___When the Sleeper Wakes.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1241|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Herbert Spencer___Essays on Education and Kindred Subjects.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1242|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Herbert Spencer___Essays_ Scientific, Political, & Speculative, Volume I.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1243|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Herbert Spencer___The Philosophy of Style.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|1244|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
