book_name|total_words|avg_sentence_size|!|#|''|%|$|&|(|+|*|-|,|/|.|;|:|=|<|?|>|@|[|]|_|^|`|{|~|neg|neu|pos|compound|ID|Title|Author|CC|CD|DT|EX|FW|IN|JJ|JJR|JJS|LS|MD|NN|NNP|NNPS|NNS|PDT|PRP|PRP$|RB|RBR|RBS|RP|VB|VBD|VBG|VBP|VBN|WDT|VBZ|WRB|WP$|WP|
Andrew Lang___Ballads in Blue China and Verses and Translations.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|60|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Andrew Lang___Ban and Arriere Ban.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|61|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Andrew Lang___Books and Bookmen.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|62|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Andrew Lang___Cock Lane and Common-Sense.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|63|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Andrew Lang___Custom and Myth.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|64|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Andrew Lang___Essays in Little.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|65|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Andrew Lang___Grass of Parnassus.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|66|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Andrew Lang___He.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|67|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Andrew Lang___Helen of Troy.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|68|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Andrew Lang___Historical Mysteries.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|69|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Andrew Lang___Homer and His Age.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|70|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Andrew Lang___How to Fail in Literature.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|71|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Andrew Lang___In the Wrong Paradise.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|72|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Andrew Lang___James VI and the Gowrie Mystery.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|73|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Andrew Lang___John Knox and the Reformation.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|74|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Andrew Lang___Letters on Literature.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|75|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Andrew Lang___Letters to Dead Authors.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|76|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Andrew Lang___Lost Leaders.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|77|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Andrew Lang___Modern Mythology.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|78|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Andrew Lang___Much Darker Days.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|79|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Andrew Lang___Myth, Ritual And Religion, Vol. 2 (of 2).txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|80|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Andrew Lang___Myth, Ritual, and Religion, Vol. 1.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|81|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Andrew Lang___New Collected Rhymes.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|82|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Andrew Lang___Old Friends - Essays in Epistolary Parody.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|83|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Andrew Lang___Oxford.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|84|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Andrew Lang___Pickle the Spy.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|85|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Andrew Lang___Prince Prigio From _His Own Fairy Book_.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|86|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Andrew Lang___Prince Prigio.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|87|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Andrew Lang___Prince Ricardo of Pantouflia.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|88|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Andrew Lang___Rhymes a la Mode.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|89|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Andrew Lang___Shakespeare, Bacon and the Great Unknown.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|90|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Andrew Lang___Sir Walter Scott and the Border Minstrelsy.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|91|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Andrew Lang___Tales of Troy and Greece.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|92|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Andrew Lang___The Arabian Nights Entertainments.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|93|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Andrew Lang___The Blue Fairy Book.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|94|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Andrew Lang___The Book of Dreams and Ghosts.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|95|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Andrew Lang___The Brown Fairy Book.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|96|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Andrew Lang___The Clyde Mystery.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|97|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Andrew Lang___The Crimson Fairy Book.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|98|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Andrew Lang___The Disentanglers.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|99|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Andrew Lang___The Gold Of Fairnilee.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|100|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Andrew Lang___The Grey Fairy Book.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|101|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Andrew Lang___The Library.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|102|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Andrew Lang___The Lilac Fairy Book.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|103|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Andrew Lang___The Making of Religion.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|104|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Andrew Lang___The Mark Of Cain.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|105|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Andrew Lang___The Orange Fairy Book.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|106|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Andrew Lang___The Pink Fairy Book.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|107|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Andrew Lang___The Puzzle of Dickens's Last Plot.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|108|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Andrew Lang___The Red Fairy Book.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|109|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Andrew Lang___The Valet's Tragedy and Other Stories.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|110|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Andrew Lang___The Violet Fairy Book.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|111|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Andrew Lang___The Yellow Fairy Book.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|112|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Anthony Trollope___A Ride Across Palestine.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|113|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Anthony Trollope___Aaron Trow.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|114|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Anthony Trollope___An Eye for an Eye.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|115|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Anthony Trollope___An Old Man's Love.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|116|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Anthony Trollope___An Unprotected Female at the Pyramids.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|117|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Anthony Trollope___Autobiography of Anthony Trollope.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|118|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Anthony Trollope___Ayala's Angel.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|119|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Anthony Trollope___Barchester Towers.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|120|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Anthony Trollope___Can You Forgive Her_.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|121|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Anthony Trollope___Castle Richmond.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|122|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Anthony Trollope___Cousin Henry.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|123|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Anthony Trollope___Doctor Thorne.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|124|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Anthony Trollope___Dr. Wortle's School.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|125|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Anthony Trollope___Framley Parsonage.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|126|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Anthony Trollope___George Walker At Suez.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|127|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Anthony Trollope___Harry Heathcote of Gangoil.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|128|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Anthony Trollope___He Knew He Was Right.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|129|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Anthony Trollope___Hunting Sketches.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|130|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Anthony Trollope___Is He Popenjoy_.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|131|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Anthony Trollope___John Bull on the Guadalquivir from Tales from all Countries.txt|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|132|NULL|NULL|0|0|0|0|0|0|0|0|0|0|0|0.2727272727272727|0.09090909090909091|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
